Term,Score,Polarity,isAcquired
excellent,1,POS,Y
excellently,1,POS,Y
excels,1,POS,Y
exceptional,1,POS,Y
exceptionally,1,POS,Y
excessive,1,NEG,Y
excessively,1,NEG,Y
excite,1,POS,Y
excited,1,POS,Y
excitedly,1,POS,Y
excitedness,1,POS,Y
excitement,1,POS,Y
excites,1,POS,Y
exciting,1,POS,Y
excitingly,1,POS,Y
exclusion,1,NEG,Y
excoriate,1,NEG,Y
excruciating,1,NEG,Y
excruciatingly,1,NEG,Y
excuse,1,NEG,Y
excuses,1,NEG,Y
execrate,1,NEG,Y
exellent,1,POS,Y
exemplar,1,POS,Y
exemplary,1,POS,Y
exhaust,1,NEG,Y
exhausted,1,NEG,Y
exhaustion,1,NEG,Y
exhausts,1,NEG,Y
exhilarate,1,POS,Y
exhilarating,1,POS,Y
exhilaratingly,1,POS,Y
exhilaration,1,POS,Y
exhorbitant,1,NEG,Y
exhort,1,NEG,Y
exile,1,NEG,Y
exonerate,1,POS,Y
exorbitant,1,NEG,Y
exorbitantance,1,NEG,Y
exorbitantly,1,NEG,Y
expansive,1,POS,Y
expeditiously,1,POS,Y
expel,1,NEG,Y
expensive,1,NEG,Y
expertly,1,POS,Y
expire,1,NEG,Y
expired,1,NEG,Y
explode,1,NEG,Y
exploit,1,NEG,Y
exploitation,1,NEG,Y
explosive,1,NEG,Y
expropriate,1,NEG,Y
expropriation,1,NEG,Y
expulse,1,NEG,Y
expunge,1,NEG,Y
exquisite,1,POS,Y
exquisitely,1,POS,Y
exterminate,1,NEG,Y
extermination,1,NEG,Y
extinguish,1,NEG,Y
extol,1,POS,Y
extoll,1,POS,Y
extort,1,NEG,Y
extortion,1,NEG,Y
extraneous,1,NEG,Y
extraordinarily,1,POS,Y
extraordinary,1,POS,Y
extravagance,1,NEG,Y
extravagant,1,NEG,Y
extravagantly,1,NEG,Y
extremism,1,NEG,Y
extremist,1,NEG,Y
extremists,1,NEG,Y
exuberance,1,POS,Y
exuberant,1,POS,Y
exuberantly,1,POS,Y
exult,1,POS,Y
exultant,1,POS,Y
exultation,1,POS,Y
exultingly,1,POS,Y
eye-catch,1,POS,Y
eye-catching,1,POS,Y
eyecatch,1,POS,Y
eyecatching,1,POS,Y
eyesore,1,NEG,Y
f**k,1,NEG,Y
fabricate,1,NEG,Y
fabrication,1,NEG,Y
fabulous,1,POS,Y
fabulously,1,POS,Y
facetious,1,NEG,Y
facetiously,1,NEG,Y
facilitate,1,POS,Y
fail,1,NEG,Y
failed,1,NEG,Y
failing,1,NEG,Y
fails,1,NEG,Y
failure,1,NEG,Y
failures,1,NEG,Y
faint,1,NEG,Y
fainthearted,1,NEG,Y
fair,1,POS,Y
fairly,1,POS,Y
fairness,1,POS,Y
faith,1,POS,Y
faithful,1,POS,Y
faithfully,1,POS,Y
faithfulness,1,POS,Y
faithless,1,NEG,Y
fake,1,NEG,Y
fall,1,NEG,Y
fallacies,1,NEG,Y
fallacious,1,NEG,Y
fallaciously,1,NEG,Y
fallaciousness,1,NEG,Y
fallacy,1,NEG,Y
fallen,1,NEG,Y
falling,1,NEG,Y
fallout,1,NEG,Y
falls,1,NEG,Y
falsehood,1,NEG,Y
falsely,1,NEG,Y
falsify,1,NEG,Y
falter,1,NEG,Y
faltered,1,NEG,Y
fame,1,POS,Y
famed,1,POS,Y
famine,1,NEG,Y
famished,1,NEG,Y
famous,1,POS,Y
famously,1,POS,Y
fanatic,1,NEG,Y
fanatical,1,NEG,Y
fanatically,1,NEG,Y
fanaticism,1,NEG,Y
fanatics,1,NEG,Y
fancier,1,POS,Y
fanciful,1,NEG,Y
fancinating,1,POS,Y
fancy,1,POS,Y
fanfare,1,POS,Y
fans,1,POS,Y
fantastic,1,POS,Y
fantastically,1,POS,Y
far-fetched,1,NEG,Y
farce,1,NEG,Y
farcical,1,NEG,Y
farcical-yet-provocative,1,NEG,Y
farcically,1,NEG,Y
farfetched,1,NEG,Y
fascinate,1,POS,Y
fascinating,1,POS,Y
fascinatingly,1,POS,Y
fascination,1,POS,Y
fascism,1,NEG,Y
fascist,1,NEG,Y
fashionable,1,POS,Y
fashionably,1,POS,Y
fast,1,POS,Y
fast-growing,1,POS,Y
fast-paced,1,POS,Y
faster,1,POS,Y
fastest,1,POS,Y
fastest-growing,1,POS,Y
fastidious,1,NEG,Y
fastidiously,1,NEG,Y
fastuous,1,NEG,Y
fat,1,NEG,Y
fat-cat,1,NEG,Y
fat-cats,1,NEG,Y
fatal,1,NEG,Y
fatalistic,1,NEG,Y
fatalistically,1,NEG,Y
fatally,1,NEG,Y
fatcat,1,NEG,Y
fatcats,1,NEG,Y
fateful,1,NEG,Y
fatefully,1,NEG,Y
fathomless,1,NEG,Y
fatigue,1,NEG,Y
fatigued,1,NEG,Y
fatique,1,NEG,Y
fatty,1,NEG,Y
fatuity,1,NEG,Y
fatuous,1,NEG,Y
fatuously,1,NEG,Y
fault,1,NEG,Y
faultless,1,POS,Y
faults,1,NEG,Y
faulty,1,NEG,Y
fav,1,POS,Y
fave,1,POS,Y
favor,1,POS,Y
favorable,1,POS,Y
favored,1,POS,Y
favorite,1,POS,Y
favorited,1,POS,Y
favour,1,POS,Y
fawningly,1,NEG,Y
faze,1,NEG,Y
fear,1,NEG,Y
fearful,1,NEG,Y
fearfully,1,NEG,Y
fearless,1,POS,Y
fearlessly,1,POS,Y
fears,1,NEG,Y
fearsome,1,NEG,Y
feasible,1,POS,Y
feasibly,1,POS,Y
feat,1,POS,Y
feature-rich,1,POS,Y
fecilitous,1,POS,Y
feckless,1,NEG,Y
feeble,1,NEG,Y
feeblely,1,NEG,Y
feebleminded,1,NEG,Y
feign,1,NEG,Y
feint,1,NEG,Y
feisty,1,POS,Y
felicitate,1,POS,Y
felicitous,1,POS,Y
felicity,1,POS,Y
fell,1,NEG,Y
felon,1,NEG,Y
felonious,1,NEG,Y
ferociously,1,NEG,Y
ferocity,1,NEG,Y
fertile,1,POS,Y
fervent,1,POS,Y
fervently,1,POS,Y
fervid,1,POS,Y
fervidly,1,POS,Y
fervor,1,POS,Y
festive,1,POS,Y
fetid,1,NEG,Y
fever,1,NEG,Y
feverish,1,NEG,Y
fevers,1,NEG,Y
fiasco,1,NEG,Y
fib,1,NEG,Y
fibber,1,NEG,Y
fickle,1,NEG,Y
fiction,1,NEG,Y
fictional,1,NEG,Y
fictitious,1,NEG,Y
fidelity,1,POS,Y
fidget,1,NEG,Y
fidgety,1,NEG,Y
fiend,1,NEG,Y
fiendish,1,NEG,Y
fierce,1,NEG,Y
fiery,1,POS,Y
figurehead,1,NEG,Y
filth,1,NEG,Y
filthy,1,NEG,Y
finagle,1,NEG,Y
fine,1,POS,Y
fine-looking,1,POS,Y
finely,1,POS,Y
finer,1,POS,Y
finest,1,POS,Y
finicky,1,NEG,Y
firmer,1,POS,Y
first-class,1,POS,Y
first-in-class,1,POS,Y
first-rate,1,POS,Y
fissures,1,NEG,Y
fist,1,NEG,Y
flabbergast,1,NEG,Y
flabbergasted,1,NEG,Y
flagging,1,NEG,Y
flagrant,1,NEG,Y
flagrantly,1,NEG,Y
flair,1,NEG,Y
flairs,1,NEG,Y
flak,1,NEG,Y
flake,1,NEG,Y
flakey,1,NEG,Y
flakieness,1,NEG,Y
flaking,1,NEG,Y
flaky,1,NEG,Y
flare,1,NEG,Y
flares,1,NEG,Y
flareup,1,NEG,Y
flareups,1,NEG,Y
flashy,1,POS,Y
flat-out,1,NEG,Y
flatter,1,POS,Y
flattering,1,POS,Y
flatteringly,1,POS,Y
flaunt,1,NEG,Y
flaw,1,NEG,Y
flawed,1,NEG,Y
flawless,1,POS,Y
flawlessly,1,POS,Y
flaws,1,NEG,Y
flee,1,NEG,Y
fleed,1,NEG,Y
fleeing,1,NEG,Y
fleer,1,NEG,Y
flees,1,NEG,Y
fleeting,1,NEG,Y
flexibility,1,POS,Y
flexible,1,POS,Y
flicering,1,NEG,Y
flicker,1,NEG,Y
flickering,1,NEG,Y
flickers,1,NEG,Y
flighty,1,NEG,Y
flimflam,1,NEG,Y
flimsy,1,NEG,Y
flirt,1,NEG,Y
flirty,1,NEG,Y
floored,1,NEG,Y
flounder,1,NEG,Y
floundering,1,NEG,Y
flourish,1,POS,Y
flourishing,1,POS,Y
flout,1,NEG,Y
fluent,1,POS,Y
fluster,1,NEG,Y
flutter,1,POS,Y
foe,1,NEG,Y
fond,1,POS,Y
fondly,1,POS,Y
fondness,1,POS,Y
fool,1,NEG,Y
fooled,1,NEG,Y
foolhardy,1,NEG,Y
foolish,1,NEG,Y
foolishly,1,NEG,Y
foolishness,1,NEG,Y
foolproof,1,POS,Y
forbid,1,NEG,Y
forbidden,1,NEG,Y
forbidding,1,NEG,Y
forceful,1,NEG,Y
foreboding,1,NEG,Y
forebodingly,1,NEG,Y
foremost,1,POS,Y
foresight,1,POS,Y
forfeit,1,NEG,Y
forged,1,NEG,Y
forgetful,1,NEG,Y
forgetfully,1,NEG,Y
forgetfulness,1,NEG,Y
forlorn,1,NEG,Y
forlornly,1,NEG,Y
formidable,1,POS,Y
forsake,1,NEG,Y
forsaken,1,NEG,Y
forswear,1,NEG,Y
fortitude,1,POS,Y
fortuitous,1,POS,Y
fortuitously,1,POS,Y
fortunate,1,POS,Y
fortunately,1,POS,Y
fortune,1,POS,Y
foul,1,NEG,Y
foully,1,NEG,Y
foulness,1,NEG,Y
fractious,1,NEG,Y
fractiously,1,NEG,Y
fracture,1,NEG,Y
fragile,1,NEG,Y
fragmented,1,NEG,Y
fragrant,1,POS,Y
frail,1,NEG,Y
frantic,1,NEG,Y
frantically,1,NEG,Y
franticly,1,NEG,Y
fraud,1,NEG,Y
fraudulent,1,NEG,Y
fraught,1,NEG,Y
frazzle,1,NEG,Y
frazzled,1,NEG,Y
freak,1,NEG,Y
freaking,1,NEG,Y
freakish,1,NEG,Y
freakishly,1,NEG,Y
freaks,1,NEG,Y
free,1,POS,Y
freed,1,POS,Y
freedom,1,POS,Y
freedoms,1,POS,Y
freeze,1,NEG,Y
freezes,1,NEG,Y
freezing,1,NEG,Y
frenetic,1,NEG,Y
frenetically,1,NEG,Y
frenzied,1,NEG,Y
frenzy,1,NEG,Y
fresh,1,POS,Y
fresher,1,POS,Y
freshest,1,POS,Y
fret,1,NEG,Y
fretful,1,NEG,Y
frets,1,NEG,Y
friction,1,NEG,Y
frictions,1,NEG,Y
fried,1,NEG,Y
friendliness,1,POS,Y
friendly,1,POS,Y
friggin,1,NEG,Y
frigging,1,NEG,Y
fright,1,NEG,Y
frighten,1,NEG,Y
frightening,1,NEG,Y
frighteningly,1,NEG,Y
frightful,1,NEG,Y
frightfully,1,NEG,Y
frigid,1,NEG,Y
frolic,1,POS,Y
frost,1,NEG,Y
frown,1,NEG,Y
froze,1,NEG,Y
frozen,1,NEG,Y
frugal,1,POS,Y
fruitful,1,POS,Y
fruitless,1,NEG,Y
fruitlessly,1,NEG,Y
frustrate,1,NEG,Y
frustrated,1,NEG,Y
frustrates,1,NEG,Y
frustrating,1,NEG,Y
frustratingly,1,NEG,Y
frustration,1,NEG,Y
frustrations,1,NEG,Y
ftw,1,POS,Y
fuck,1,NEG,Y
fucking,1,NEG,Y
fudge,1,NEG,Y
fugitive,1,NEG,Y
fulfillment,1,POS,Y
full-blown,1,NEG,Y
fulminate,1,NEG,Y
fumble,1,NEG,Y
fume,1,NEG,Y
fumes,1,NEG,Y
fun,1,POS,Y
fundamentalism,1,NEG,Y
funky,1,NEG,Y
funnily,1,NEG,Y
funny,1,NEG,Y
furious,1,NEG,Y
furiously,1,NEG,Y
furor,1,NEG,Y
fury,1,NEG,Y
fuss,1,NEG,Y
fussy,1,NEG,Y
fustigate,1,NEG,Y
fusty,1,NEG,Y
futile,1,NEG,Y
futilely,1,NEG,Y
futility,1,NEG,Y
futurestic,1,POS,Y
futuristic,1,POS,Y
fuzzy,1,NEG,Y
gabble,1,NEG,Y
gaff,1,NEG,Y
gaffe,1,NEG,Y
gaiety,1,POS,Y
gaily,1,POS,Y
gain,1,POS,Y
gained,1,POS,Y
gainful,1,POS,Y
gainfully,1,POS,Y
gaining,1,POS,Y
gains,1,POS,Y
gainsay,1,NEG,Y
gainsayer,1,NEG,Y
gall,1,NEG,Y
gallant,1,POS,Y
gallantly,1,POS,Y
galling,1,NEG,Y
gallingly,1,NEG,Y
galls,1,NEG,Y
galore,1,POS,Y
gangster,1,NEG,Y
gape,1,NEG,Y
garbage,1,NEG,Y
garish,1,NEG,Y
gasp,1,NEG,Y
gauche,1,NEG,Y
gaudy,1,NEG,Y
gawk,1,NEG,Y
gawky,1,NEG,Y
geekier,1,POS,Y
geeky,1,POS,Y
geezer,1,NEG,Y
gem,1,POS,Y
gems,1,POS,Y
generosity,1,POS,Y
generous,1,POS,Y
generously,1,POS,Y
genial,1,POS,Y
genius,1,POS,Y
genocide,1,NEG,Y
gentle,1,POS,Y
gentlest,1,POS,Y
genuine,1,POS,Y
get-rich,1,NEG,Y
ghastly,1,NEG,Y
ghetto,1,NEG,Y
ghosting,1,NEG,Y
gibber,1,NEG,Y
gibberish,1,NEG,Y
gibe,1,NEG,Y
giddy,1,NEG,Y
gifted,1,POS,Y
gimmick,1,NEG,Y
gimmicked,1,NEG,Y
gimmicking,1,NEG,Y
gimmicks,1,NEG,Y
gimmicky,1,NEG,Y
glad,1,POS,Y
gladden,1,POS,Y
gladly,1,POS,Y
gladness,1,POS,Y
glamorous,1,POS,Y
glare,1,NEG,Y
glaringly,1,NEG,Y
glee,1,POS,Y
gleeful,1,POS,Y
gleefully,1,POS,Y
glib,1,NEG,Y
glibly,1,NEG,Y
glimmer,1,POS,Y
glimmering,1,POS,Y
glisten,1,POS,Y
glistening,1,POS,Y
glitch,1,NEG,Y
glitches,1,NEG,Y
glitter,1,POS,Y
glitz,1,POS,Y
gloatingly,1,NEG,Y
gloom,1,NEG,Y
gloomy,1,NEG,Y
glorify,1,POS,Y
glorious,1,POS,Y
gloriously,1,POS,Y
glory,1,POS,Y
glow,1,POS,Y
glower,1,NEG,Y
glowing,1,POS,Y
glowingly,1,POS,Y
glum,1,NEG,Y
glut,1,NEG,Y
gnawing,1,NEG,Y
goad,1,NEG,Y
goading,1,NEG,Y
god-awful,1,NEG,Y
god-given,1,POS,Y
god-send,1,POS,Y
godlike,1,POS,Y
godsend,1,POS,Y
gold,1,POS,Y
golden,1,POS,Y
good,1,POS,Y
goodly,1,POS,Y
goodness,1,POS,Y
goodwill,1,POS,Y
goof,1,NEG,Y
goofy,1,NEG,Y
goon,1,NEG,Y
goood,1,POS,Y
gooood,1,POS,Y
gorgeous,1,POS,Y
gorgeously,1,POS,Y
gossip,1,NEG,Y
grace,1,POS,Y
graceful,1,POS,Y
gracefully,1,POS,Y
graceless,1,NEG,Y
gracelessly,1,NEG,Y
gracious,1,POS,Y
graciously,1,POS,Y
graciousness,1,POS,Y
graft,1,NEG,Y
grainy,1,NEG,Y
grand,1,POS,Y
grandeur,1,POS,Y
grapple,1,NEG,Y
grate,1,NEG,Y
grateful,1,POS,Y
gratefully,1,POS,Y
gratification,1,POS,Y
gratified,1,POS,Y
gratifies,1,POS,Y
gratify,1,POS,Y
gratifying,1,POS,Y
gratifyingly,1,POS,Y
grating,1,NEG,Y
gratitude,1,POS,Y
gravely,1,NEG,Y
greasy,1,NEG,Y
great,1,POS,Y
greatest,1,POS,Y
greatness,1,POS,Y
greed,1,NEG,Y
greedy,1,NEG,Y
grief,1,NEG,Y
grievance,1,NEG,Y
grievances,1,NEG,Y
grieve,1,NEG,Y
grieving,1,NEG,Y
grievous,1,NEG,Y
grievously,1,NEG,Y
grim,1,NEG,Y
grimace,1,NEG,Y
grin,1,POS,Y
grind,1,NEG,Y
gripe,1,NEG,Y
gripes,1,NEG,Y
grisly,1,NEG,Y
gritty,1,NEG,Y
gross,1,NEG,Y
grossly,1,NEG,Y
grotesque,1,NEG,Y
grouch,1,NEG,Y
grouchy,1,NEG,Y
groundbreaking,1,POS,Y
groundless,1,NEG,Y
grouse,1,NEG,Y
growl,1,NEG,Y
grudge,1,NEG,Y
grudges,1,NEG,Y
grudging,1,NEG,Y
grudgingly,1,NEG,Y
gruesome,1,NEG,Y
gruesomely,1,NEG,Y
gruff,1,NEG,Y
grumble,1,NEG,Y
grumpier,1,NEG,Y
grumpiest,1,NEG,Y
grumpily,1,NEG,Y
grumpish,1,NEG,Y
grumpy,1,NEG,Y
guarantee,1,POS,Y
guidance,1,POS,Y
guile,1,NEG,Y
guilt,1,NEG,Y
guiltily,1,NEG,Y
guiltless,1,POS,Y
guilty,1,NEG,Y
gullible,1,NEG,Y
gumption,1,POS,Y
gush,1,POS,Y
gusto,1,POS,Y
gutless,1,NEG,Y
gutsy,1,POS,Y
gutter,1,NEG,Y
hack,1,NEG,Y
hacks,1,NEG,Y
haggard,1,NEG,Y
haggle,1,NEG,Y
hail,1,POS,Y
hairloss,1,NEG,Y
halcyon,1,POS,Y
hale,1,POS,Y
halfhearted,1,NEG,Y
halfheartedly,1,NEG,Y
hallmark,1,POS,Y
hallmarks,1,POS,Y
hallowed,1,POS,Y
hallucinate,1,NEG,Y
hallucination,1,NEG,Y
hamper,1,NEG,Y
hampered,1,NEG,Y
handicapped,1,NEG,Y
handier,1,POS,Y
handily,1,POS,Y
hands-down,1,POS,Y
handsome,1,POS,Y
handsomely,1,POS,Y
handy,1,POS,Y
hang,1,NEG,Y
hangs,1,NEG,Y
haphazard,1,NEG,Y
hapless,1,NEG,Y
happier,1,POS,Y
happily,1,POS,Y
happiness,1,POS,Y
happy,1,POS,Y
harangue,1,NEG,Y
harass,1,NEG,Y
harassed,1,NEG,Y
harasses,1,NEG,Y
harassment,1,NEG,Y
harboring,1,NEG,Y
harbors,1,NEG,Y
hard,1,NEG,Y
hard-hit,1,NEG,Y
hard-line,1,NEG,Y
hard-liner,1,NEG,Y
hard-working,1,POS,Y
hardball,1,NEG,Y
harden,1,NEG,Y
hardened,1,NEG,Y
hardheaded,1,NEG,Y
hardhearted,1,NEG,Y
hardier,1,POS,Y
hardliner,1,NEG,Y
hardliners,1,NEG,Y
hardship,1,NEG,Y
hardships,1,NEG,Y
hardy,1,POS,Y
harm,1,NEG,Y
harmed,1,NEG,Y
harmful,1,NEG,Y
harmless,1,POS,Y
harmonious,1,POS,Y
harmoniously,1,POS,Y
harmonize,1,POS,Y
harmony,1,POS,Y
harms,1,NEG,Y
harpy,1,NEG,Y
harridan,1,NEG,Y
harried,1,NEG,Y
harrow,1,NEG,Y
harsh,1,NEG,Y
harshly,1,NEG,Y
hasseling,1,NEG,Y
hassle,1,NEG,Y
hassled,1,NEG,Y
hassles,1,NEG,Y
haste,1,NEG,Y
hastily,1,NEG,Y
hasty,1,NEG,Y
hate,1,NEG,Y
hated,1,NEG,Y
hateful,1,NEG,Y
hatefully,1,NEG,Y
hatefulness,1,NEG,Y
hater,1,NEG,Y
haters,1,NEG,Y
hates,1,NEG,Y
hating,1,NEG,Y
hatred,1,NEG,Y
haughtily,1,NEG,Y
haughty,1,NEG,Y
haunt,1,NEG,Y
haunting,1,NEG,Y
havoc,1,NEG,Y
hawkish,1,NEG,Y
haywire,1,NEG,Y
hazard,1,NEG,Y
hazardous,1,NEG,Y
haze,1,NEG,Y
hazy,1,NEG,Y
head-aches,1,NEG,Y
headache,1,NEG,Y
headaches,1,NEG,Y
headway,1,POS,Y
heal,1,POS,Y
healthful,1,POS,Y
healthy,1,POS,Y
heartbreaker,1,NEG,Y
heartbreaking,1,NEG,Y
heartbreakingly,1,NEG,Y
hearten,1,POS,Y
heartening,1,POS,Y
heartfelt,1,POS,Y
heartily,1,POS,Y
heartless,1,NEG,Y
heartwarming,1,POS,Y
heathen,1,NEG,Y
heaven,1,POS,Y
heavenly,1,POS,Y
heavy-handed,1,NEG,Y
heavyhearted,1,NEG,Y
heck,1,NEG,Y
heckle,1,NEG,Y
heckled,1,NEG,Y
heckles,1,NEG,Y
hectic,1,NEG,Y
hedge,1,NEG,Y
hedonistic,1,NEG,Y
heedless,1,NEG,Y
hefty,1,NEG,Y
hegemonism,1,NEG,Y
hegemonistic,1,NEG,Y
hegemony,1,NEG,Y
heinous,1,NEG,Y
hell,1,NEG,Y
hell-bent,1,NEG,Y
hellion,1,NEG,Y
hells,1,NEG,Y
helped,1,POS,Y
helpful,1,POS,Y
helping,1,POS,Y
helpless,1,NEG,Y
helplessly,1,NEG,Y
helplessness,1,NEG,Y
heresy,1,NEG,Y
heretic,1,NEG,Y
heretical,1,NEG,Y
hero,1,POS,Y
heroic,1,POS,Y
heroically,1,POS,Y
heroine,1,POS,Y
heroize,1,POS,Y
heros,1,POS,Y
hesitant,1,NEG,Y
hestitant,1,NEG,Y
hideous,1,NEG,Y
hideously,1,NEG,Y
hideousness,1,NEG,Y
high-priced,1,NEG,Y
high-quality,1,POS,Y
high-spirited,1,POS,Y
hilarious,1,POS,Y
hiliarious,1,NEG,Y
hinder,1,NEG,Y
hindrance,1,NEG,Y
hiss,1,NEG,Y
hissed,1,NEG,Y
hissing,1,NEG,Y
ho-hum,1,NEG,Y
hoard,1,NEG,Y
hoax,1,NEG,Y
hobble,1,NEG,Y
hogs,1,NEG,Y
hollow,1,NEG,Y
holy,1,POS,Y
homage,1,POS,Y
honest,1,POS,Y
honesty,1,POS,Y
honor,1,POS,Y
honorable,1,POS,Y
honored,1,POS,Y
honoring,1,POS,Y
hoodium,1,NEG,Y
hoodwink,1,NEG,Y
hooligan,1,NEG,Y
hooray,1,POS,Y
hopeful,1,POS,Y
hopeless,1,NEG,Y
hopelessly,1,NEG,Y
hopelessness,1,NEG,Y
horde,1,NEG,Y
horrendous,1,NEG,Y
horrendously,1,NEG,Y
horrible,1,NEG,Y
horribly,1,NEG,
horrid,1,NEG,Y
horrific,1,NEG,Y
horrified,1,NEG,Y
horrifies,1,NEG,Y
horrify,1,NEG,Y
horrifying,1,NEG,Y
horrifys,1,NEG,Y
hospitable,1,POS,Y
hostage,1,NEG,Y
hostile,1,NEG,Y
hostilities,1,NEG,Y
hostility,1,NEG,Y
hot,1,POS,Y
hotbeds,1,NEG,Y
hotcake,1,POS,Y
hotcakes,1,POS,Y
hothead,1,NEG,Y
hotheaded,1,NEG,Y
hothouse,1,NEG,Y
hottest,1,POS,Y
hubris,1,NEG,Y
huckster,1,NEG,Y
hug,1,POS,Y
hum,1,NEG,Y
humane,1,POS,Y
humble,1,POS,Y
humid,1,NEG,Y
humiliate,1,NEG,Y
humiliating,1,NEG,Y
humiliation,1,NEG,Y
humility,1,POS,Y
humming,1,NEG,Y
humor,1,POS,Y
humorous,1,POS,Y
humorously,1,POS,Y
humour,1,POS,Y
humourous,1,POS,Y
hung,1,NEG,Y
hurt,1,NEG,Y
hurted,1,NEG,Y
hurtful,1,NEG,Y
hurting,1,NEG,Y
hurts,1,NEG,Y
hustler,1,NEG,Y
hype,1,NEG,Y
hypocricy,1,NEG,Y
hypocrisy,1,NEG,Y
hypocrite,1,NEG,Y
hypocrites,1,NEG,Y
hypocritical,1,NEG,Y
hypocritically,1,NEG,Y
hysteria,1,NEG,Y
hysteric,1,NEG,Y
hysterical,1,NEG,Y
hysterically,1,NEG,Y
hysterics,1,NEG,Y
ideal,1,POS,Y
idealize,1,POS,Y
ideally,1,POS,Y
idiocies,1,NEG,Y
idiocy,1,NEG,Y
idiot,1,NEG,Y
idiotic,1,NEG,Y
idiotically,1,NEG,Y
idiots,1,NEG,Y
idle,1,NEG,Y
idol,1,POS,Y
idolize,1,POS,Y
idolized,1,POS,Y
idyllic,1,POS,Y
ignoble,1,NEG,Y
ignominious,1,NEG,Y
ignominiously,1,NEG,Y
ignominy,1,NEG,Y
ignorance,1,NEG,Y
ignorant,1,NEG,Y
ignore,1,NEG,Y
ill-advised,1,NEG,Y
ill-conceived,1,NEG,Y
ill-defined,1,NEG,Y
ill-designed,1,NEG,Y
ill-fated,1,NEG,Y
ill-favored,1,NEG,Y
ill-formed,1,NEG,Y
ill-mannered,1,NEG,Y
ill-natured,1,NEG,Y
ill-sorted,1,NEG,Y
ill-tempered,1,NEG,Y
ill-treated,1,NEG,Y
ill-treatment,1,NEG,Y
ill-usage,1,NEG,Y
ill-used,1,NEG,Y
illegal,1,NEG,Y
illegally,1,NEG,Y
illegitimate,1,NEG,Y
illicit,1,NEG,Y
illiterate,1,NEG,Y
illness,1,NEG,Y
illogic,1,NEG,Y
illogical,1,NEG,Y
illogically,1,NEG,Y
illuminate,1,POS,Y
illuminati,1,POS,Y
illuminating,1,POS,Y
illumine,1,POS,Y
illusion,1,NEG,Y
illusions,1,NEG,Y
illusory,1,NEG,Y
illustrious,1,POS,Y
ilu,1,POS,Y
imaculate,1,POS,Y
imaginary,1,NEG,Y
imaginative,1,POS,Y
imbalance,1,NEG,Y
imbecile,1,NEG,Y
imbroglio,1,NEG,Y
immaculate,1,POS,Y
immaculately,1,POS,Y
immaterial,1,NEG,Y
immature,1,NEG,Y
immense,1,POS,Y
imminence,1,NEG,Y
imminently,1,NEG,Y
immobilized,1,NEG,Y
immoderate,1,NEG,Y
immoderately,1,NEG,Y
immodest,1,NEG,Y
immoral,1,NEG,Y
immorality,1,NEG,Y
immorally,1,NEG,Y
immovable,1,NEG,Y
impair,1,NEG,Y
impaired,1,NEG,Y
impartial,1,POS,Y
impartiality,1,POS,Y
impartially,1,POS,Y
impasse,1,NEG,Y
impassioned,1,POS,Y
impatience,1,NEG,Y
impatient,1,NEG,Y
impatiently,1,NEG,Y
impeach,1,NEG,Y
impeccable,1,POS,Y
impeccably,1,POS,Y
impedance,1,NEG,Y
impede,1,NEG,Y
impediment,1,NEG,Y
impending,1,NEG,Y
impenitent,1,NEG,Y
imperfect,1,NEG,Y
imperfection,1,NEG,Y
imperfections,1,NEG,Y
imperfectly,1,NEG,Y
imperialist,1,NEG,Y
imperil,1,NEG,Y
imperious,1,NEG,Y
imperiously,1,NEG,Y
impermissible,1,NEG,Y
impersonal,1,NEG,Y
impertinent,1,NEG,Y
impetuous,1,NEG,Y
impetuously,1,NEG,Y
impiety,1,NEG,Y
impinge,1,NEG,Y
impious,1,NEG,Y
implacable,1,NEG,Y
implausible,1,NEG,Y
implausibly,1,NEG,Y
implicate,1,NEG,Y
implication,1,NEG,Y
implode,1,NEG,Y
impolite,1,NEG,Y
impolitely,1,NEG,Y
impolitic,1,NEG,Y
important,1,POS,Y
importunate,1,NEG,Y
importune,1,NEG,Y
impose,1,NEG,Y
imposers,1,NEG,Y
imposing,1,NEG,Y
imposition,1,NEG,Y
impossible,1,NEG,Y
impossiblity,1,NEG,Y
impossibly,1,NEG,Y
impotent,1,NEG,Y
impoverish,1,NEG,Y
impoverished,1,NEG,Y
impractical,1,NEG,Y
imprecate,1,NEG,Y
imprecise,1,NEG,Y
imprecisely,1,NEG,Y
imprecision,1,NEG,Y
impress,1,POS,Y
impressed,1,POS,Y
impresses,1,POS,Y
impressive,1,POS,Y
impressively,1,POS,Y
impressiveness,1,POS,Y
imprison,1,NEG,Y
imprisonment,1,NEG,Y
improbability,1,NEG,Y
improbable,1,NEG,Y
improbably,1,NEG,Y
improper,1,NEG,Y
improperly,1,NEG,Y
impropriety,1,NEG,Y
improve,1,POS,Y
improved,1,POS,Y
improvement,1,POS,Y
improvements,1,POS,Y
improves,1,POS,Y
improving,1,POS,Y
imprudence,1,NEG,Y
imprudent,1,NEG,Y
impudence,1,NEG,Y
impudent,1,NEG,Y
impudently,1,NEG,Y
impugn,1,NEG,Y
impulsive,1,NEG,Y
impulsively,1,NEG,Y
impunity,1,NEG,Y
impure,1,NEG,Y
impurity,1,NEG,Y
inability,1,NEG,Y
inaccuracies,1,NEG,Y
inaccuracy,1,NEG,Y
inaccurate,1,NEG,Y
inaccurately,1,NEG,Y
inaction,1,NEG,Y
